Sales,Traffic,Transactions,Conversion,Passersby,Capture Rate,datetime
635658,434,160,37,3920,11.071,2022-01-01 10:00:00
466234,427,134,31,2656,16.077,2022-01-01 11:00:00
624829,407,129,32,3282,12.401,2022-01-01 12:00:00
620423,470,135,29,2806,16.75,2022-01-01 13:00:00
755652,486,168,35,3299,14.732,2022-01-01 14:00:00
755113,552,171,31,3070,17.981,2022-01-01 15:00:00
751891,471,174,37,3694,12.75,2022-01-01 16:00:00
653837,403,142,35,3113,12.946,2022-01-01 17:00:00
425235,293,85,29,2628,11.149,2022-01-01 18:00:00
263326,183,67,37,2570,7.121,2022-01-01 19:00:00
136260,119,35,29,1514,7.86,2022-01-01 20:00:00
522449,313,152,49,366,85.519,2022-01-02 10:00:00
678451,387,151,39,2360,16.398,2022-01-02 11:00:00
741668,450,162,36,2797,16.089,2022-01-02 12:00:00
677210,475,162,34,3719,12.772,2022-01-02 13:00:00
918599,496,167,34,4152,11.946,2022-01-02 14:00:00
786987,508,159,31,4290,11.842,2022-01-02 15:00:00
723731,469,155,33,3929,11.937,2022-01-02 16:00:00
565020,406,133,33,2936,13.828,2022-01-02 17:00:00
374596,267,82,31,3434,7.775,2022-01-02 18:00:00
243653,205,53,26,1941,10.562,2022-01-02 19:00:00
209557,166,61,37,1487,11.163,2022-01-02 20:00:00
400408,309,150,49,303,101.98,2022-01-03 10:00:00
697013,358,161,45,2729,13.118,2022-01-03 11:00:00
495637,367,124,34,2230,16.457,2022-01-03 12:00:00
940711,461,157,34,3384,13.623,2022-01-03 13:00:00
678927,491,154,31,3610,13.601,2022-01-03 14:00:00
662344,436,142,33,3610,12.078,2022-01-03 15:00:00
564471,436,154,35,2693,16.19,2022-01-03 16:00:00
566801,308,100,32,2266,13.592,2022-01-03 17:00:00
349793,242,89,37,2197,11.015,2022-01-03 18:00:00
263674,150,49,33,1557,9.634,2022-01-03 19:00:00
154897,111,38,34,807,13.755,2022-01-03 20:00:00
278136,157,65,41,287,54.704,2022-01-04 10:00:00
548458,240,101,42,1092,21.978,2022-01-04 11:00:00
350090,273,82,30,1726,15.817,2022-01-04 12:00:00
554225,315,116,37,1995,15.79,2022-01-04 13:00:00
392459,289,107,37,2534,11.405,2022-01-04 14:00:00
550859,314,121,39,1808,17.367,2022-01-04 15:00:00
407663,220,90,41,1825,12.055,2022-01-04 16:00:00
257579,178,77,43,1067,16.682,2022-01-04 17:00:00
130685,107,29,27,1432,7.472,2022-01-04 18:00:00
58990,88,21,24,653,13.476,2022-01-04 19:00:00
26775,43,14,33,353,12.181,2022-01-04 20:00:00
171894,104,41,39,240,43.333,2022-01-05 10:00:00
238729,146,65,45,933,15.648,2022-01-05 11:00:00
183367,136,48,35,1094,12.431,2022-01-05 12:00:00
309142,167,69,41,988,16.903,2022-01-05 13:00:00
292405,180,66,37,1161,15.504,2022-01-05 14:00:00
309745,184,67,36,1618,11.372,2022-01-05 15:00:00
309105,115,40,35,1493,7.703,2022-01-05 16:00:00
88130,103,30,29,864,11.921,2022-01-05 17:00:00
92138,62,27,44,869,7.135,2022-01-05 18:00:00
32978,49,13,27,359,13.649,2022-01-05 19:00:00
35962,43,7,16,523,8.222,2022-01-05 20:00:00
125826,57,24,42,197,28.934,2022-01-06 10:00:00
182717,104,45,43,426,24.413,2022-01-06 11:00:00
120857,87,35,40,687,12.664,2022-01-06 12:00:00
251460,129,37,29,797,16.186,2022-01-06 13:00:00
192474,138,59,43,1067,12.934,2022-01-06 14:00:00
121724,106,36,34,719,14.743,2022-01-06 15:00:00
159240,90,35,39,821,10.962,2022-01-06 16:00:00
162922,69,13,19,541,12.754,2022-01-06 17:00:00
40838,21,13,62,622,3.376,2022-01-06 18:00:00
70453,43,8,19,154,27.922,2022-01-06 19:00:00
48857,23,14,61,255,9.02,2022-01-06 20:00:00
85138,43,20,47,177,24.294,2022-01-07 10:00:00
81104,64,22,34,238,26.891,2022-01-07 11:00:00
93295,62,28,45,250,24.8,2022-01-07 12:00:00
137852,79,35,44,241,32.78,2022-01-07 13:00:00
220241,129,45,35,489,26.38,2022-01-07 14:00:00
220315,106,47,44,709,14.951,2022-01-07 15:00:00
68170,69,16,23,698,9.885,2022-01-07 16:00:00
36939,64,16,25,400,16.0,2022-01-07 17:00:00
107507,46,17,37,537,8.566,2022-01-07 18:00:00
103385,40,11,28,209,19.139,2022-01-07 19:00:00
29708,34,9,26,176,19.318,2022-01-07 20:00:00
267839,110,47,43,261,42.146,2022-01-08 10:00:00
402525,113,73,65,595,18.992,2022-01-08 11:00:00
259442,127,56,44,595,21.345,2022-01-08 12:00:00
241135,150,64,43,985,15.228,2022-01-08 13:00:00
303563,189,76,40,1319,14.329,2022-01-08 14:00:00
391994,204,77,38,1845,11.057,2022-01-08 15:00:00
588323,194,81,42,1550,12.516,2022-01-08 16:00:00
166733,143,42,29,1117,12.802,2022-01-08 17:00:00
158042,119,44,37,1122,10.606,2022-01-08 18:00:00
150878,73,30,41,734,9.946,2022-01-08 19:00:00
120916,77,32,42,712,10.815,2022-01-08 20:00:00
332487,152,61,40,294,51.701,2022-01-09 10:00:00
283960,152,66,43,1527,9.954,2022-01-09 11:00:00
353048,162,54,33,1396,11.605,2022-01-09 12:00:00
443542,229,75,33,1134,20.194,2022-01-09 13:00:00
478065,286,107,37,1934,14.788,2022-01-09 14:00:00
324543,266,80,30,2465,10.791,2022-01-09 15:00:00
296256,267,72,27,1972,13.54,2022-01-09 16:00:00
290453,189,60,32,1966,9.613,2022-01-09 17:00:00
203943,127,51,40,1544,8.225,2022-01-09 18:00:00
185886,96,33,34,1114,8.618,2022-01-09 19:00:00
80057,70,15,21,688,10.174,2022-01-09 20:00:00
152897,124,41,33,287,43.206,2022-01-10 10:00:00
298364,170,65,38,1085,15.668,2022-01-10 11:00:00
242656,162,70,43,1413,11.465,2022-01-10 12:00:00
311252,207,58,28,1534,13.494,2022-01-10 13:00:00
328329,227,75,33,1888,12.023,2022-01-10 14:00:00
431718,227,85,37,1379,16.461,2022-01-10 15:00:00
141126,161,44,27,1664,9.676,2022-01-10 16:00:00
117952,93,37,40,1079,8.619,2022-01-10 17:00:00
82654,67,21,31,650,10.308,2022-01-10 18:00:00
24101,47,9,19,574,8.188,2022-01-10 19:00:00
18113,25,6,24,348,7.184,2022-01-10 20:00:00
55712,41,17,41,257,15.953,2022-01-11 10:00:00
91100,46,21,46,295,15.593,2022-01-11 11:00:00
56572,61,25,41,331,18.429,2022-01-11 12:00:00
165594,74,35,47,705,10.497,2022-01-11 13:00:00
75240,62,26,42,290,21.379,2022-01-11 14:00:00
39114,52,19,37,587,8.859,2022-01-11 15:00:00
29857,42,9,21,238,17.647,2022-01-11 16:00:00
86168,39,13,33,465,8.387,2022-01-11 17:00:00
34133,26,5,19,216,12.037,2022-01-11 18:00:00
33136,33,12,36,175,18.857,2022-01-11 19:00:00
20793,18,9,50,169,10.651,2022-01-11 20:00:00
86485,34,9,26,263,12.928,2022-01-12 10:00:00
74450,61,30,49,306,19.935,2022-01-12 11:00:00
67770,54,22,41,295,18.305,2022-01-12 12:00:00
133497,66,31,47,575,11.478,2022-01-12 13:00:00
72545,59,22,37,561,10.517,2022-01-12 14:00:00
87733,66,20,30,226,29.204,2022-01-12 15:00:00
44629,54,17,31,479,11.274,2022-01-12 16:00:00
102491,38,13,34,221,17.195,2022-01-12 17:00:00
26318,31,9,29,202,15.347,2022-01-12 18:00:00
24163,26,7,27,194,13.402,2022-01-12 19:00:00
27973,25,11,44,170,14.706,2022-01-12 20:00:00
43656,44,13,30,175,25.143,2022-01-13 10:00:00
89844,73,24,33,206,35.437,2022-01-13 11:00:00
44514,38,20,53,458,8.297,2022-01-13 12:00:00
131933,63,31,49,244,25.82,2022-01-13 13:00:00
125251,59,20,34,201,29.353,2022-01-13 14:00:00
165107,69,28,41,175,39.429,2022-01-13 15:00:00
58803,59,23,39,323,18.266,2022-01-13 16:00:00
66740,24,11,46,292,8.219,2022-01-13 17:00:00
30778,38,12,32,140,27.143,2022-01-13 18:00:00
25293,16,7,44,163,9.816,2022-01-13 19:00:00
53623,19,12,63,132,14.394,2022-01-13 20:00:00
182504,54,34,63,191,28.272,2022-01-14 10:00:00
122592,69,31,45,438,15.753,2022-01-14 11:00:00
287851,58,27,47,478,12.134,2022-01-14 12:00:00
129744,50,28,56,462,10.823,2022-01-14 13:00:00
90438,59,23,39,229,25.764,2022-01-14 14:00:00
73508,46,22,48,413,11.138,2022-01-14 15:00:00
70245,59,19,32,327,18.043,2022-01-14 16:00:00
71238,50,25,50,334,14.97,2022-01-14 17:00:00
71279,38,21,55,173,21.965,2022-01-14 18:00:00
116445,54,22,41,166,32.53,2022-01-14 19:00:00
73277,47,20,43,480,9.792,2022-01-14 20:00:00
294942,103,80,78,256,40.234,2022-01-15 10:00:00
170954,89,45,51,1166,7.633,2022-01-15 11:00:00
202941,101,41,41,622,16.238,2022-01-15 12:00:00
268246,139,43,31,1000,13.9,2022-01-15 13:00:00
383074,169,58,34,948,17.827,2022-01-15 14:00:00
353274,175,56,32,1679,10.423,2022-01-15 15:00:00
153946,137,51,37,889,15.411,2022-01-15 16:00:00
168765,95,30,32,779,12.195,2022-01-15 17:00:00
246880,91,31,34,512,17.773,2022-01-15 18:00:00
218059,110,34,31,453,24.283,2022-01-15 19:00:00
131930,62,20,32,694,8.934,2022-01-15 20:00:00
203442,125,40,32,295,42.373,2022-01-16 10:00:00
249185,172,51,30,1073,16.03,2022-01-16 11:00:00
114356,132,48,36,1457,9.06,2022-01-16 12:00:00
213387,167,55,33,951,17.561,2022-01-16 13:00:00
390744,249,69,28,2357,10.564,2022-01-16 14:00:00
309862,224,80,36,2051,10.922,2022-01-16 15:00:00
260688,174,62,36,1552,11.211,2022-01-16 16:00:00
191687,128,41,32,1356,9.44,2022-01-16 17:00:00
121549,91,15,16,1064,8.553,2022-01-16 18:00:00
62890,51,12,24,656,7.774,2022-01-16 19:00:00
86650,32,13,41,161,19.876,2022-01-16 20:00:00
74353,42,22,52,215,19.535,2022-01-17 10:00:00
56948,51,15,29,243,20.988,2022-01-17 11:00:00
54232,49,19,39,526,9.316,2022-01-17 12:00:00
121770,57,21,37,255,22.353,2022-01-17 13:00:00
65947,54,16,30,475,11.368,2022-01-17 14:00:00
173323,57,27,47,229,24.891,2022-01-17 15:00:00
64242,46,16,35,394,11.675,2022-01-17 16:00:00
15407,30,10,33,351,8.547,2022-01-17 17:00:00
29946,42,9,21,156,26.923,2022-01-17 18:00:00
14856,22,5,23,461,4.772,2022-01-17 19:00:00
33845,14,8,57,159,8.805,2022-01-17 20:00:00
97712,36,19,53,203,17.734,2022-01-18 10:00:00
86617,49,25,51,251,19.522,2022-01-18 11:00:00
39874,45,16,36,261,17.241,2022-01-18 12:00:00
36732,50,12,24,231,21.645,2022-01-18 13:00:00
62365,53,20,38,454,11.674,2022-01-18 14:00:00
59455,44,21,48,406,10.837,2022-01-18 15:00:00
14009,23,5,22,198,11.616,2022-01-18 16:00:00
56282,32,9,28,185,17.297,2022-01-18 17:00:00
56851,36,16,44,185,19.46,2022-01-18 18:00:00
17527,24,6,25,431,5.568,2022-01-18 19:00:00
12660,19,4,21,127,14.961,2022-01-18 20:00:00
106653,37,20,54,184,20.109,2022-01-19 10:00:00
59096,37,18,49,220,16.818,2022-01-19 11:00:00
180664,45,20,44,253,17.787,2022-01-19 12:00:00
97624,62,25,40,242,25.62,2022-01-19 13:00:00
121529,61,34,56,632,9.652,2022-01-19 14:00:00
34036,43,15,35,401,10.723,2022-01-19 15:00:00
129841,53,23,43,376,14.096,2022-01-19 16:00:00
21157,32,9,28,320,10.0,2022-01-19 17:00:00
33416,43,13,30,148,29.054,2022-01-19 18:00:00
40135,39,12,31,280,13.929,2022-01-19 19:00:00
27901,18,8,44,393,4.58,2022-01-19 20:00:00
41055,44,17,39,154,28.571,2022-01-20 10:00:00
63126,53,20,38,170,31.177,2022-01-20 11:00:00
150334,45,21,47,360,12.5,2022-01-20 12:00:00
93864,51,25,49,340,15.0,2022-01-20 13:00:00
62740,62,20,32,171,36.257,2022-01-20 14:00:00
137222,41,21,51,313,13.099,2022-01-20 15:00:00
34625,41,14,34,140,29.286,2022-01-20 16:00:00
21527,29,10,34,133,21.805,2022-01-20 17:00:00
37841,31,9,29,123,25.203,2022-01-20 18:00:00
22825,22,8,36,113,19.469,2022-01-20 19:00:00
3748,11,2,18,104,10.577,2022-01-20 20:00:00
44111,29,11,38,161,18.012,2022-01-21 10:00:00
139642,60,33,55,208,28.846,2022-01-21 11:00:00
73683,44,22,50,405,10.864,2022-01-21 12:00:00
92138,43,20,47,372,11.559,2022-01-21 13:00:00
114145,36,22,61,169,21.302,2022-01-21 14:00:00
66662,44,13,30,339,12.979,2022-01-21 15:00:00
48922,41,15,37,339,12.094,2022-01-21 16:00:00
53175,33,16,48,312,10.577,2022-01-21 17:00:00
32575,46,14,30,179,25.698,2022-01-21 18:00:00
18295,39,8,21,157,24.841,2022-01-21 19:00:00
55061,18,7,39,308,5.844,2022-01-21 20:00:00
224934,52,25,48,226,23.009,2022-01-22 10:00:00
365983,102,41,40,544,18.75,2022-01-22 11:00:00
68891,84,18,21,801,10.487,2022-01-22 12:00:00
200032,113,31,27,849,13.31,2022-01-22 13:00:00
198885,113,48,42,1097,10.301,2022-01-22 14:00:00
195671,102,36,35,797,12.798,2022-01-22 15:00:00
164481,139,46,33,551,25.227,2022-01-22 16:00:00
121203,93,30,32,1033,9.003,2022-01-22 17:00:00
83060,73,24,33,455,16.044,2022-01-22 18:00:00
81799,71,14,20,679,10.457,2022-01-22 19:00:00
131328,51,21,41,349,14.613,2022-01-22 20:00:00
130972,98,29,30,270,36.296,2022-01-23 10:00:00
234586,124,60,48,942,13.164,2022-01-23 11:00:00
234511,118,46,39,1160,10.172,2022-01-23 12:00:00
315714,142,56,39,966,14.7,2022-01-23 13:00:00
218835,171,56,33,1383,12.364,2022-01-23 14:00:00
170828,181,40,22,1589,11.391,2022-01-23 15:00:00
144008,140,46,33,1397,10.022,2022-01-23 16:00:00
207068,131,49,37,1027,12.756,2022-01-23 17:00:00
64862,71,20,28,857,8.285,2022-01-23 18:00:00
36843,32,10,31,555,5.766,2022-01-23 19:00:00
56083,30,13,43,153,19.608,2022-01-23 20:00:00
56733,36,12,33,187,19.251,2022-01-24 10:00:00
73688,46,15,33,231,19.913,2022-01-24 11:00:00
38431,28,13,46,232,12.069,2022-01-24 12:00:00
77712,57,25,44,260,21.923,2022-01-24 13:00:00
174395,53,26,49,448,11.83,2022-01-24 14:00:00
136975,67,24,36,376,17.819,2022-01-24 15:00:00
60609,31,8,26,574,5.401,2022-01-24 16:00:00
40550,30,8,27,189,15.873,2022-01-24 17:00:00
16204,17,8,47,146,11.644,2022-01-24 18:00:00
39325,12,10,83,126,9.524,2022-01-24 19:00:00
9992,9,2,22,115,7.826,2022-01-24 20:00:00
33677,31,12,39,161,19.255,2022-01-25 10:00:00
68180,38,29,76,195,19.487,2022-01-25 11:00:00
45780,31,21,68,176,17.614,2022-01-25 12:00:00
46256,40,16,40,180,22.222,2022-01-25 13:00:00
61012,50,22,44,358,13.967,2022-01-25 14:00:00
65753,36,18,50,324,11.111,2022-01-25 15:00:00
58086,35,15,43,144,24.306,2022-01-25 16:00:00
31641,22,10,45,135,16.296,2022-01-25 17:00:00
15439,34,7,21,129,26.357,2022-01-25 18:00:00
13309,30,5,17,125,24.0,2022-01-25 19:00:00
26722,26,9,35,216,12.037,2022-01-25 20:00:00
39764,32,9,28,160,20.0,2022-01-26 10:00:00
173459,52,24,46,183,28.415,2022-01-26 11:00:00
30138,46,13,28,388,11.856,2022-01-26 12:00:00
103387,44,15,34,203,21.675,2022-01-26 13:00:00
100094,61,23,38,179,34.078,2022-01-26 14:00:00
46786,47,20,43,166,28.313,2022-01-26 15:00:00
123901,49,17,35,286,17.133,2022-01-26 16:00:00
70150,45,18,40,280,16.071,2022-01-26 17:00:00
16111,28,6,21,129,21.705,2022-01-26 18:00:00
24424,29,6,21,235,12.34,2022-01-26 19:00:00
18057,10,4,40,99,10.101,2022-01-26 20:00:00
111326,35,17,49,145,24.138,2022-01-27 10:00:00
84535,42,15,36,163,25.767,2022-01-27 11:00:00
74275,32,16,50,320,10.0,2022-01-27 12:00:00
60866,39,18,46,171,22.807,2022-01-27 13:00:00
93365,41,34,83,158,25.949,2022-01-27 14:00:00
89448,33,16,48,148,22.297,2022-01-27 15:00:00
24971,28,12,43,135,20.741,2022-01-27 16:00:00
29169,35,14,40,119,29.412,2022-01-27 17:00:00
46275,17,11,65,118,14.407,2022-01-27 18:00:00
44746,31,17,55,104,29.808,2022-01-27 19:00:00
6514,12,4,33,92,13.044,2022-01-27 20:00:00
95855,44,23,52,141,31.206,2022-01-28 10:00:00
83311,60,26,43,159,37.736,2022-01-28 11:00:00
83595,42,18,43,358,11.732,2022-01-28 12:00:00
142570,47,22,47,193,24.352,2022-01-28 13:00:00
181211,58,26,45,367,15.804,2022-01-28 14:00:00
105395,49,28,57,193,25.389,2022-01-28 15:00:00
160530,70,30,43,159,44.025,2022-01-28 16:00:00
81208,43,20,47,307,14.007,2022-01-28 17:00:00
93537,48,19,40,147,32.653,2022-01-28 18:00:00
83793,34,21,62,260,13.077,2022-01-28 19:00:00
52475,24,12,50,124,19.355,2022-01-28 20:00:00
238490,95,37,39,209,45.455,2022-01-29 10:00:00
135348,79,34,43,943,8.378,2022-01-29 11:00:00
97767,56,41,73,492,11.382,2022-01-29 12:00:00
170256,95,34,36,541,17.56,2022-01-29 13:00:00
186026,134,44,33,497,26.962,2022-01-29 14:00:00
190412,86,34,40,800,10.75,2022-01-29 15:00:00
358635,97,44,45,527,18.406,2022-01-29 16:00:00
143621,66,30,45,469,14.073,2022-01-29 17:00:00
111573,90,28,31,398,22.613,2022-01-29 18:00:00
33819,58,14,24,800,7.25,2022-01-29 19:00:00
55779,28,17,61,327,8.563,2022-01-29 20:00:00
239401,93,41,44,271,34.317,2022-01-30 10:00:00
208363,110,45,41,953,11.543,2022-01-30 11:00:00
278383,102,36,35,1145,8.908,2022-01-30 12:00:00
211734,130,40,31,941,13.815,2022-01-30 13:00:00
294887,168,56,33,1270,13.228,2022-01-30 14:00:00
196489,155,63,41,1606,9.651,2022-01-30 15:00:00
199887,122,46,38,1195,10.209,2022-01-30 16:00:00
113490,83,29,35,1025,8.098,2022-01-30 17:00:00
45924,75,18,24,448,16.741,2022-01-30 18:00:00
42482,32,13,41,593,5.396,2022-01-30 19:00:00
23202,17,5,29,145,11.724,2022-01-30 20:00:00
41190,32,12,38,152,21.053,2022-01-31 10:00:00
64449,53,21,40,167,31.737,2022-01-31 11:00:00
127898,55,21,38,351,15.67,2022-01-31 12:00:00
98428,43,22,51,169,25.444,2022-01-31 13:00:00
123729,50,25,50,304,16.447,2022-01-31 14:00:00
39071,49,17,35,304,16.118,2022-01-31 15:00:00
54735,34,16,47,248,13.71,2022-01-31 16:00:00
48238,26,12,46,242,10.744,2022-01-31 17:00:00
50465,28,13,46,119,23.529,2022-01-31 18:00:00
42998,11,8,73,110,10.0,2022-01-31 19:00:00
32449,7,5,71,92,7.609,2022-01-31 20:00:00
76022,35,18,51,132,26.515,2022-02-01 10:00:00
146072,31,16,52,300,10.333,2022-02-01 11:00:00
75738,44,23,52,163,26.994,2022-02-01 12:00:00
85104,48,20,42,305,15.738,2022-02-01 13:00:00
49492,51,18,35,289,17.647,2022-02-01 14:00:00
22847,40,12,30,307,13.029,2022-02-01 15:00:00
18638,33,12,36,126,26.191,2022-02-01 16:00:00
39220,38,14,37,126,30.159,2022-02-01 17:00:00
28645,31,10,32,121,25.62,2022-02-01 18:00:00
33351,20,7,35,109,18.349,2022-02-01 19:00:00
18692,7,5,71,93,7.527,2022-02-01 20:00:00
36856,41,18,44,156,26.282,2022-02-02 10:00:00
47095,42,21,50,165,25.455,2022-02-02 11:00:00
83897,25,22,88,372,6.72,2022-02-02 12:00:00
61889,35,20,57,191,18.325,2022-02-02 13:00:00
64755,39,18,46,172,22.674,2022-02-02 14:00:00
61042,44,19,43,173,25.434,2022-02-02 15:00:00
58046,40,14,35,315,12.698,2022-02-02 16:00:00
38272,36,13,36,135,26.667,2022-02-02 17:00:00
20592,24,6,25,129,18.605,2022-02-02 18:00:00
47216,25,10,40,112,22.321,2022-02-02 19:00:00
67669,16,7,44,100,16.0,2022-02-02 20:00:00
64434,28,16,57,111,25.225,2022-02-03 10:00:00
131012,52,26,50,130,40.0,2022-02-03 11:00:00
48130,19,18,95,143,13.287,2022-02-03 12:00:00
35591,42,13,31,147,28.571,2022-02-03 13:00:00
61811,45,15,33,126,35.714,2022-02-03 14:00:00
24109,40,9,23,114,35.088,2022-02-03 15:00:00
79349,24,16,67,225,10.667,2022-02-03 16:00:00
30705,22,9,41,104,21.154,2022-02-03 17:00:00
20462,16,6,38,101,15.842,2022-02-03 18:00:00
8031,21,3,14,84,25.0,2022-02-03 19:00:00
25402,13,6,46,75,17.333,2022-02-03 20:00:00
134167,48,36,75,154,31.169,2022-02-04 10:00:00
72344,50,24,48,179,27.933,2022-02-04 11:00:00
89860,44,26,59,316,13.924,2022-02-04 12:00:00
46921,42,16,38,336,12.5,2022-02-04 13:00:00
73751,50,25,50,161,31.056,2022-02-04 14:00:00
114342,52,29,56,299,17.391,2022-02-04 15:00:00
46373,36,16,44,295,12.203,2022-02-04 16:00:00
26823,34,9,26,139,24.46,2022-02-04 17:00:00
56197,37,21,57,134,27.612,2022-02-04 18:00:00
50858,22,9,41,123,17.886,2022-02-04 19:00:00
18220,27,5,19,110,24.546,2022-02-04 20:00:00
218192,105,45,43,201,52.239,2022-02-05 10:00:00
124976,101,32,32,909,11.111,2022-02-05 11:00:00
178673,79,29,37,927,8.522,2022-02-05 12:00:00
132703,96,32,33,254,37.795,2022-02-05 13:00:00
171580,112,42,38,702,15.954,2022-02-05 14:00:00
246444,116,47,41,940,12.34,2022-02-05 15:00:00
381104,122,45,37,647,18.856,2022-02-05 16:00:00
174213,81,32,40,805,10.062,2022-02-05 17:00:00
36259,61,11,18,556,10.971,2022-02-05 18:00:00
93505,50,20,40,321,15.576,2022-02-05 19:00:00
48030,41,10,24,488,8.402,2022-02-05 20:00:00
123456,93,40,43,218,42.661,2022-02-06 10:00:00
196604,120,57,48,752,15.957,2022-02-06 11:00:00
185342,111,40,36,731,15.185,2022-02-06 12:00:00
213009,147,53,36,1090,13.486,2022-02-06 13:00:00
228868,152,59,39,1328,11.446,2022-02-06 14:00:00
306555,193,54,28,731,26.402,2022-02-06 15:00:00
310209,145,45,31,1260,11.508,2022-02-06 16:00:00
204838,80,32,40,957,8.36,2022-02-06 17:00:00
73467,61,16,26,742,8.221,2022-02-06 18:00:00
51080,45,16,36,285,15.79,2022-02-06 19:00:00
13940,22,5,23,281,7.829,2022-02-06 20:00:00
181465,43,22,51,150,28.667,2022-02-07 10:00:00
67361,56,25,45,160,35.0,2022-02-07 11:00:00
78513,48,20,42,336,14.286,2022-02-07 12:00:00
96136,43,22,51,170,25.294,2022-02-07 13:00:00
94765,53,31,58,317,16.719,2022-02-07 14:00:00
51457,38,8,21,404,9.406,2022-02-07 15:00:00
64023,43,19,44,117,36.752,2022-02-07 16:00:00
37680,37,9,24,289,12.803,2022-02-07 17:00:00
28930,23,8,35,234,9.829,2022-02-07 18:00:00
34377,27,14,52,110,24.546,2022-02-07 19:00:00
8976,10,5,50,86,11.628,2022-02-07 20:00:00
58066,35,20,57,134,26.119,2022-02-08 10:00:00
66877,38,19,50,138,27.536,2022-02-08 11:00:00
55554,39,17,44,163,23.926,2022-02-08 12:00:00
113853,43,20,47,169,25.444,2022-02-08 13:00:00
56197,49,19,39,152,32.237,2022-02-08 14:00:00
43850,35,17,49,433,8.083,2022-02-08 15:00:00
50606,32,14,44,128,25.0,2022-02-08 16:00:00
53216,37,20,54,114,32.456,2022-02-08 17:00:00
47506,27,14,52,105,25.714,2022-02-08 18:00:00
26030,26,8,31,93,27.957,2022-02-08 19:00:00
51562,18,8,44,87,20.69,2022-02-08 20:00:00
42277,39,18,46,137,28.467,2022-02-09 10:00:00
105628,61,29,48,141,43.262,2022-02-09 11:00:00
111931,44,27,61,314,14.013,2022-02-09 12:00:00
110628,54,29,54,322,16.77,2022-02-09 13:00:00
90840,45,24,53,428,10.514,2022-02-09 14:00:00
116056,51,27,53,312,16.346,2022-02-09 15:00:00
103568,46,20,43,143,32.168,2022-02-09 16:00:00
102401,28,11,39,241,11.618,2022-02-09 17:00:00
58681,35,11,31,118,29.661,2022-02-09 18:00:00
44943,20,13,65,107,18.692,2022-02-09 19:00:00
12408,13,3,23,104,12.5,2022-02-09 20:00:00
66037,57,23,40,140,40.714,2022-02-10 10:00:00
81644,65,32,49,277,23.466,2022-02-10 11:00:00
69780,58,25,43,280,20.714,2022-02-10 12:00:00
64021,58,21,36,299,19.398,2022-02-10 13:00:00
61052,85,27,32,275,30.909,2022-02-10 14:00:00
69534,54,24,44,337,16.024,2022-02-10 15:00:00
71888,52,22,42,204,25.49,2022-02-10 16:00:00
74504,51,16,31,234,21.795,2022-02-10 17:00:00
81348,36,21,58,196,18.367,2022-02-10 18:00:00
118733,29,18,62,100,29.0,2022-02-10 19:00:00
30835,30,6,20,92,32.609,2022-02-10 20:00:00
189365,118,44,37,175,67.429,2022-02-11 10:00:00
281443,139,61,44,588,23.64,2022-02-11 11:00:00
303464,102,58,57,843,12.1,2022-02-11 12:00:00
226613,151,62,41,427,35.363,2022-02-11 13:00:00
133387,143,43,30,629,22.735,2022-02-11 14:00:00
192065,147,52,35,431,34.107,2022-02-11 15:00:00
218635,142,54,38,526,26.996,2022-02-11 16:00:00
120840,107,36,34,947,11.299,2022-02-11 17:00:00
96324,74,30,41,635,11.654,2022-02-11 18:00:00
71658,64,25,39,296,21.622,2022-02-11 19:00:00
9681,20,7,35,365,5.48,2022-02-11 20:00:00
129401,69,27,39,188,36.702,2022-02-12 10:00:00
146639,87,37,43,356,24.438,2022-02-12 11:00:00
105066,85,34,40,590,14.407,2022-02-12 12:00:00
185671,103,42,41,648,15.895,2022-02-12 13:00:00
174184,149,59,40,677,22.009,2022-02-12 14:00:00
228139,136,38,28,851,15.981,2022-02-12 15:00:00
300958,95,46,48,782,12.148,2022-02-12 16:00:00
142372,94,31,33,548,17.153,2022-02-12 17:00:00
124425,67,25,37,554,12.094,2022-02-12 18:00:00
152682,77,32,42,460,16.739,2022-02-12 19:00:00
46487,55,12,22,366,15.027,2022-02-12 20:00:00
452371,123,41,33,216,56.944,2022-02-13 10:00:00
432422,144,64,44,656,21.951,2022-02-13 11:00:00
218229,132,49,37,937,14.088,2022-02-13 12:00:00
492151,200,82,41,693,28.86,2022-02-13 13:00:00
420606,212,84,40,1412,15.014,2022-02-13 14:00:00
230922,200,60,30,1696,11.793,2022-02-13 15:00:00
145391,163,45,28,1581,10.31,2022-02-13 16:00:00
269770,107,44,41,1159,9.232,2022-02-13 17:00:00
81981,73,32,44,653,11.179,2022-02-13 18:00:00
213588,43,13,30,519,8.285,2022-02-13 19:00:00
30663,18,8,44,226,7.965,2022-02-13 20:00:00
98155,44,20,45,136,32.353,2022-02-14 10:00:00
30866,42,18,43,152,27.632,2022-02-14 11:00:00
124376,40,23,58,133,30.075,2022-02-14 12:00:00
47797,53,19,36,147,36.054,2022-02-14 13:00:00
80480,52,22,42,328,15.854,2022-02-14 14:00:00
127099,52,28,54,137,37.956,2022-02-14 15:00:00
56574,41,18,44,232,17.672,2022-02-14 16:00:00
22660,35,11,31,110,31.818,2022-02-14 17:00:00
68209,30,11,37,106,28.302,2022-02-14 18:00:00
30292,14,7,50,92,15.217,2022-02-14 19:00:00
1176,6,1,17,91,6.593,2022-02-14 20:00:00
