Sales,Traffic,Transactions,Conversion,Passersby,Capture Rate,datetime
254748,238,77,32,0,0.0,2023-07-23 16:00:00
186286,127,38,30,0,0.0,2023-07-23 17:00:00
179548,147,38,26,0,0.0,2023-07-23 18:00:00
42305,94,17,18,0,0.0,2023-07-23 19:00:00
54861,56,14,25,0,0.0,2023-07-23 20:00:00
79987,50,18,36,0,0.0,2023-07-24 10:00:00
154990,93,40,43,0,0.0,2023-07-24 11:00:00
101670,74,34,46,0,0.0,2023-07-24 12:00:00
86893,94,34,36,0,0.0,2023-07-24 13:00:00
96942,109,30,28,0,0.0,2023-07-24 14:00:00
126862,110,38,35,0,0.0,2023-07-24 15:00:00
77353,70,29,41,0,0.0,2023-07-24 16:00:00
62745,45,18,40,0,0.0,2023-07-24 17:00:00
19349,37,8,22,0,0.0,2023-07-24 18:00:00
83878,38,10,26,0,0.0,2023-07-24 19:00:00
29836,26,6,23,0,0.0,2023-07-24 20:00:00
86766,72,21,29,0,0.0,2023-07-25 10:00:00
100576,71,26,37,0,0.0,2023-07-25 11:00:00
94239,89,29,33,0,0.0,2023-07-25 12:00:00
182559,88,43,49,0,0.0,2023-07-25 13:00:00
154442,79,41,52,0,0.0,2023-07-25 14:00:00
105279,102,37,36,0,0.0,2023-07-25 15:00:00
69223,85,29,34,0,0.0,2023-07-25 16:00:00
62666,51,19,37,0,0.0,2023-07-25 17:00:00
27896,30,8,27,0,0.0,2023-07-25 18:00:00
34293,37,11,30,0,0.0,2023-07-25 19:00:00
28930,23,10,43,0,0.0,2023-07-25 20:00:00
89870,56,28,50,0,0.0,2023-07-26 10:00:00
299262,91,48,53,0,0.0,2023-07-26 11:00:00
105272,78,33,42,0,0.0,2023-07-26 12:00:00
162406,92,43,47,0,0.0,2023-07-26 13:00:00
119070,117,33,28,0,0.0,2023-07-26 14:00:00
121212,110,37,34,0,0.0,2023-07-26 15:00:00
110436,88,36,41,0,0.0,2023-07-26 16:00:00
47983,60,13,22,0,0.0,2023-07-26 17:00:00
76517,65,23,35,0,0.0,2023-07-26 18:00:00
39088,43,13,30,0,0.0,2023-07-26 19:00:00
52686,37,17,46,0,0.0,2023-07-26 20:00:00
97079,80,18,23,0,0.0,2023-07-27 10:00:00
150063,68,44,65,0,0.0,2023-07-27 11:00:00
125824,73,30,41,0,0.0,2023-07-27 12:00:00
155610,100,38,38,0,0.0,2023-07-27 13:00:00
82130,114,25,22,0,0.0,2023-07-27 14:00:00
168456,107,39,36,0,0.0,2023-07-27 15:00:00
101945,71,27,38,0,0.0,2023-07-27 16:00:00
86838,45,20,44,0,0.0,2023-07-27 17:00:00
23978,36,9,25,0,0.0,2023-07-27 18:00:00
114567,45,23,51,0,0.0,2023-07-27 19:00:00
32381,25,10,40,0,0.0,2023-07-27 20:00:00
157848,76,36,47,0,0.0,2023-07-28 10:00:00
206081,98,43,44,0,0.0,2023-07-28 11:00:00
153849,121,39,32,0,0.0,2023-07-28 12:00:00
221466,119,48,40,0,0.0,2023-07-28 13:00:00
181428,121,38,31,0,0.0,2023-07-28 14:00:00
182510,112,46,41,0,0.0,2023-07-28 15:00:00
163065,92,38,41,0,0.0,2023-07-28 16:00:00
127999,79,30,38,0,0.0,2023-07-28 17:00:00
191501,82,39,48,0,0.0,2023-07-28 18:00:00
157403,66,38,58,0,0.0,2023-07-28 19:00:00
121617,94,34,36,0,0.0,2023-07-28 20:00:00
273332,141,69,49,0,0.0,2023-07-29 10:00:00
250336,174,70,40,0,0.0,2023-07-29 11:00:00
228471,203,60,30,0,0.0,2023-07-29 12:00:00
275933,204,79,39,0,0.0,2023-07-29 13:00:00
333632,228,81,36,0,0.0,2023-07-29 14:00:00
296174,199,69,35,0,0.0,2023-07-29 15:00:00
226653,173,70,40,0,0.0,2023-07-29 16:00:00
210028,134,47,35,0,0.0,2023-07-29 17:00:00
97974,114,32,28,0,0.0,2023-07-29 18:00:00
106944,84,30,36,0,0.0,2023-07-29 19:00:00
96701,85,27,32,0,0.0,2023-07-29 20:00:00
333611,197,71,36,0,0.0,2023-07-30 10:00:00
459443,238,93,39,0,0.0,2023-07-30 11:00:00
335669,289,80,28,0,0.0,2023-07-30 12:00:00
502117,299,93,31,0,0.0,2023-07-30 13:00:00
419888,316,100,32,0,0.0,2023-07-30 14:00:00
522559,303,95,31,0,0.0,2023-07-30 15:00:00
456082,266,74,28,0,0.0,2023-07-30 16:00:00
161824,181,56,31,0,0.0,2023-07-30 17:00:00
177014,154,46,30,0,0.0,2023-07-30 18:00:00
217340,106,32,30,0,0.0,2023-07-30 19:00:00
71058,60,22,37,0,0.0,2023-07-30 20:00:00
70937,72,22,31,0,0.0,2023-07-31 10:00:00
100487,78,32,41,0,0.0,2023-07-31 11:00:00
133491,75,30,40,0,0.0,2023-07-31 12:00:00
180225,130,41,32,0,0.0,2023-07-31 13:00:00
114024,135,42,31,0,0.0,2023-07-31 14:00:00
123002,99,42,42,0,0.0,2023-07-31 15:00:00
136716,77,32,42,0,0.0,2023-07-31 16:00:00
79674,45,19,42,0,0.0,2023-07-31 17:00:00
57172,39,17,44,0,0.0,2023-07-31 18:00:00
36896,43,16,37,0,0.0,2023-07-31 19:00:00
45145,32,12,38,0,0.0,2023-07-31 20:00:00
109430,55,20,36,0,0.0,2023-08-01 10:00:00
155561,75,27,36,0,0.0,2023-08-01 11:00:00
145235,85,36,42,0,0.0,2023-08-01 12:00:00
153985,92,31,34,0,0.0,2023-08-01 13:00:00
136270,122,38,31,0,0.0,2023-08-01 14:00:00
116644,95,31,33,0,0.0,2023-08-01 15:00:00
115882,69,18,26,0,0.0,2023-08-01 16:00:00
47782,64,18,28,0,0.0,2023-08-01 17:00:00
208116,42,22,52,0,0.0,2023-08-01 18:00:00
36368,30,10,33,0,0.0,2023-08-01 19:00:00
34883,32,10,31,0,0.0,2023-08-01 20:00:00
78914,71,19,27,0,0.0,2023-08-02 10:00:00
90436,78,26,33,0,0.0,2023-08-02 11:00:00
171595,101,42,42,0,0.0,2023-08-02 12:00:00
137659,121,34,28,0,0.0,2023-08-02 13:00:00
188648,150,54,36,0,0.0,2023-08-02 14:00:00
215292,116,43,37,0,0.0,2023-08-02 15:00:00
86405,108,23,21,0,0.0,2023-08-02 16:00:00
105799,79,30,38,0,0.0,2023-08-02 17:00:00
92226,63,19,30,0,0.0,2023-08-02 18:00:00
75824,43,16,37,0,0.0,2023-08-02 19:00:00
42349,36,10,28,0,0.0,2023-08-02 20:00:00
135141,74,30,41,0,0.0,2023-08-03 10:00:00
132055,85,40,47,0,0.0,2023-08-03 11:00:00
75974,114,23,20,0,0.0,2023-08-03 12:00:00
217672,156,55,35,0,0.0,2023-08-03 13:00:00
162350,133,49,37,0,0.0,2023-08-03 14:00:00
168608,102,35,34,0,0.0,2023-08-03 15:00:00
99849,76,22,29,0,0.0,2023-08-03 16:00:00
72046,78,25,32,0,0.0,2023-08-03 17:00:00
38931,43,9,21,0,0.0,2023-08-03 18:00:00
68952,39,18,46,0,0.0,2023-08-03 19:00:00
75394,31,4,13,0,0.0,2023-08-03 20:00:00
185701,79,62,78,0,0.0,2023-08-04 10:00:00
248231,114,54,47,0,0.0,2023-08-04 11:00:00
255754,119,66,55,0,0.0,2023-08-04 12:00:00
113918,117,45,38,0,0.0,2023-08-04 13:00:00
259839,149,66,44,0,0.0,2023-08-04 14:00:00
185505,106,51,48,0,0.0,2023-08-04 15:00:00
90903,95,29,31,0,0.0,2023-08-04 16:00:00
129873,88,37,42,0,0.0,2023-08-04 17:00:00
71423,86,35,41,0,0.0,2023-08-04 18:00:00
121707,65,36,55,0,0.0,2023-08-04 19:00:00
108637,81,33,41,0,0.0,2023-08-04 20:00:00
262863,174,67,39,0,0.0,2023-08-05 10:00:00
342043,215,83,39,0,0.0,2023-08-05 11:00:00
252584,176,60,34,0,0.0,2023-08-05 12:00:00
236262,191,60,31,0,0.0,2023-08-05 13:00:00
335754,212,70,33,0,0.0,2023-08-05 14:00:00
326065,205,74,36,0,0.0,2023-08-05 15:00:00
175758,175,57,33,0,0.0,2023-08-05 16:00:00
190636,118,36,31,0,0.0,2023-08-05 17:00:00
160798,89,31,35,0,0.0,2023-08-05 18:00:00
100800,77,24,31,0,0.0,2023-08-05 19:00:00
40266,48,17,35,0,0.0,2023-08-05 20:00:00
354966,186,70,38,0,0.0,2023-08-06 10:00:00
581739,261,99,38,0,0.0,2023-08-06 11:00:00
356771,202,78,39,0,0.0,2023-08-06 12:00:00
445430,250,103,41,0,0.0,2023-08-06 13:00:00
490484,315,112,36,0,0.0,2023-08-06 14:00:00
550266,287,101,35,0,0.0,2023-08-06 15:00:00
414159,233,80,34,0,0.0,2023-08-06 16:00:00
253205,156,45,29,0,0.0,2023-08-06 17:00:00
125897,104,36,35,0,0.0,2023-08-06 18:00:00
124112,87,28,32,0,0.0,2023-08-06 19:00:00
84175,52,19,37,0,0.0,2023-08-06 20:00:00
108814,68,30,44,0,0.0,2023-08-07 10:00:00
128658,98,38,39,0,0.0,2023-08-07 11:00:00
155261,94,35,37,0,0.0,2023-08-07 12:00:00
290846,166,60,36,0,0.0,2023-08-07 13:00:00
223290,131,50,38,0,0.0,2023-08-07 14:00:00
175930,148,58,39,0,0.0,2023-08-07 15:00:00
67177,70,22,31,0,0.0,2023-08-07 16:00:00
85923,51,18,35,0,0.0,2023-08-07 17:00:00
50047,41,14,34,0,0.0,2023-08-07 18:00:00
72891,49,19,39,0,0.0,2023-08-07 19:00:00
52281,44,11,25,0,0.0,2023-08-07 20:00:00
95685,74,29,39,0,0.0,2023-08-08 10:00:00
181241,101,45,45,0,0.0,2023-08-08 11:00:00
35769,78,26,33,0,0.0,2023-08-08 12:00:00
174284,103,41,40,0,0.0,2023-08-08 13:00:00
111812,81,40,49,0,0.0,2023-08-08 14:00:00
110444,112,30,27,0,0.0,2023-08-08 15:00:00
123145,101,31,31,0,0.0,2023-08-08 16:00:00
55024,68,19,28,0,0.0,2023-08-08 17:00:00
26233,44,10,23,0,0.0,2023-08-08 18:00:00
76210,51,22,43,0,0.0,2023-08-08 19:00:00
40141,27,11,41,0,0.0,2023-08-08 20:00:00
94027,77,20,26,0,0.0,2023-08-09 10:00:00
132123,92,41,45,0,0.0,2023-08-09 11:00:00
225574,102,49,48,0,0.0,2023-08-09 12:00:00
165178,137,47,34,0,0.0,2023-08-09 13:00:00
204150,149,58,39,0,0.0,2023-08-09 14:00:00
123621,131,38,29,0,0.0,2023-08-09 15:00:00
110402,115,36,31,0,0.0,2023-08-09 16:00:00
92454,96,21,22,0,0.0,2023-08-09 17:00:00
61579,46,24,52,0,0.0,2023-08-09 18:00:00
49164,45,14,31,0,0.0,2023-08-09 19:00:00
31629,36,13,36,0,0.0,2023-08-09 20:00:00
69664,56,19,34,0,0.0,2023-08-10 10:00:00
160333,104,44,42,0,0.0,2023-08-10 11:00:00
133622,129,49,38,0,0.0,2023-08-10 12:00:00
145270,165,43,26,0,0.0,2023-08-10 13:00:00
271715,172,60,35,0,0.0,2023-08-10 14:00:00
215500,130,60,46,0,0.0,2023-08-10 15:00:00
126190,122,44,36,0,0.0,2023-08-10 16:00:00
91182,66,22,33,0,0.0,2023-08-10 17:00:00
114032,73,26,36,0,0.0,2023-08-10 18:00:00
96171,46,22,48,0,0.0,2023-08-10 19:00:00
123483,76,30,39,0,0.0,2023-08-10 20:00:00
282275,235,79,34,0,0.0,2023-08-11 10:00:00
524952,230,101,44,0,0.0,2023-08-11 11:00:00
439320,221,88,40,0,0.0,2023-08-11 12:00:00
243383,225,89,40,0,0.0,2023-08-11 13:00:00
460570,317,107,34,0,0.0,2023-08-11 14:00:00
440471,293,97,33,0,0.0,2023-08-11 15:00:00
326352,274,86,31,0,0.0,2023-08-11 16:00:00
247068,183,64,35,0,0.0,2023-08-11 17:00:00
144581,137,39,28,0,0.0,2023-08-11 18:00:00
122925,126,27,21,0,0.0,2023-08-11 19:00:00
46805,76,22,29,0,0.0,2023-08-11 20:00:00
437031,235,83,35,0,0.0,2023-08-12 10:00:00
443711,202,78,39,0,0.0,2023-08-12 11:00:00
420271,188,83,44,0,0.0,2023-08-12 12:00:00
307228,231,81,35,0,0.0,2023-08-12 13:00:00
431533,290,90,31,0,0.0,2023-08-12 14:00:00
361791,297,90,30,0,0.0,2023-08-12 15:00:00
287000,249,68,27,0,0.0,2023-08-12 16:00:00
233065,152,56,37,0,0.0,2023-08-12 17:00:00
174433,133,44,33,0,0.0,2023-08-12 18:00:00
120909,99,35,35,0,0.0,2023-08-12 19:00:00
68956,77,23,30,0,0.0,2023-08-12 20:00:00
412224,201,81,40,0,0.0,2023-08-13 10:00:00
310678,211,75,36,0,0.0,2023-08-13 11:00:00
502112,212,70,33,0,0.0,2023-08-13 12:00:00
386218,227,79,35,0,0.0,2023-08-13 13:00:00
488162,308,95,31,0,0.0,2023-08-13 14:00:00
317400,289,96,33,0,0.0,2023-08-13 15:00:00
203890,217,71,33,0,0.0,2023-08-13 16:00:00
236136,193,56,29,0,0.0,2023-08-13 17:00:00
108868,121,33,27,0,0.0,2023-08-13 18:00:00
58866,100,24,24,0,0.0,2023-08-13 19:00:00
62795,67,18,27,0,0.0,2023-08-13 20:00:00
267506,148,53,36,0,0.0,2023-08-14 10:00:00
346528,192,79,41,0,0.0,2023-08-14 11:00:00
366537,200,76,38,0,0.0,2023-08-14 12:00:00
369068,252,85,34,0,0.0,2023-08-14 13:00:00
583228,276,95,34,0,0.0,2023-08-14 14:00:00
472516,294,95,32,0,0.0,2023-08-14 15:00:00
320008,222,76,34,0,0.0,2023-08-14 16:00:00
247295,161,58,36,0,0.0,2023-08-14 17:00:00
119033,95,36,38,0,0.0,2023-08-14 18:00:00
119825,95,35,37,0,0.0,2023-08-14 19:00:00
100777,52,20,38,0,0.0,2023-08-14 20:00:00
425721,132,61,46,0,0.0,2023-08-15 10:00:00
421298,224,89,40,0,0.0,2023-08-15 11:00:00
273120,202,58,29,0,0.0,2023-08-15 12:00:00
299442,243,65,27,0,0.0,2023-08-15 13:00:00
500421,299,108,36,0,0.0,2023-08-15 14:00:00
367538,247,96,39,0,0.0,2023-08-15 15:00:00
204211,229,59,26,0,0.0,2023-08-15 16:00:00
184645,178,54,30,0,0.0,2023-08-15 17:00:00
123883,104,32,31,0,0.0,2023-08-15 18:00:00
256548,103,29,28,0,0.0,2023-08-15 19:00:00
82587,68,19,28,0,0.0,2023-08-15 20:00:00
180619,143,50,35,0,0.0,2023-08-16 10:00:00
315149,165,71,43,0,0.0,2023-08-16 11:00:00
322601,175,69,39,0,0.0,2023-08-16 12:00:00
269359,203,62,31,0,0.0,2023-08-16 13:00:00
330604,283,84,30,0,0.0,2023-08-16 14:00:00
271058,200,79,40,0,0.0,2023-08-16 15:00:00
266463,175,48,27,0,0.0,2023-08-16 16:00:00
139060,123,40,33,0,0.0,2023-08-16 17:00:00
151945,84,34,40,0,0.0,2023-08-16 18:00:00
46037,75,20,27,0,0.0,2023-08-16 19:00:00
35417,48,13,27,0,0.0,2023-08-16 20:00:00
113598,68,30,44,0,0.0,2023-08-17 10:00:00
142844,94,31,33,0,0.0,2023-08-17 11:00:00
137795,118,33,28,0,0.0,2023-08-17 12:00:00
188717,121,52,43,0,0.0,2023-08-17 13:00:00
237008,148,63,43,0,0.0,2023-08-17 14:00:00
188920,157,44,28,0,0.0,2023-08-17 15:00:00
218185,128,44,34,0,0.0,2023-08-17 16:00:00
72079,76,18,24,0,0.0,2023-08-17 17:00:00
75263,68,20,29,0,0.0,2023-08-17 18:00:00
35972,50,16,32,0,0.0,2023-08-17 19:00:00
30797,48,11,23,0,0.0,2023-08-17 20:00:00
106524,61,25,41,0,0.0,2023-08-18 10:00:00
173607,104,42,40,0,0.0,2023-08-18 11:00:00
73370,110,31,28,0,0.0,2023-08-18 12:00:00
155457,111,50,45,0,0.0,2023-08-18 13:00:00
240899,145,48,33,0,0.0,2023-08-18 14:00:00
120902,112,34,30,0,0.0,2023-08-18 15:00:00
72417,106,27,25,0,0.0,2023-08-18 16:00:00
118317,82,27,33,0,0.0,2023-08-18 17:00:00
80500,79,25,32,0,0.0,2023-08-18 18:00:00
47181,51,22,43,0,0.0,2023-08-18 19:00:00
34236,40,15,38,0,0.0,2023-08-18 20:00:00
268328,140,92,66,0,0.0,2023-08-19 10:00:00
245793,146,51,35,0,0.0,2023-08-19 11:00:00
157798,157,44,28,0,0.0,2023-08-19 12:00:00
269547,180,67,37,0,0.0,2023-08-19 13:00:00
332437,196,57,29,0,0.0,2023-08-19 14:00:00
199780,209,60,29,0,0.0,2023-08-19 15:00:00
159989,183,53,29,0,0.0,2023-08-19 16:00:00
136686,111,34,31,0,0.0,2023-08-19 17:00:00
195907,115,46,40,0,0.0,2023-08-19 18:00:00
63905,91,26,29,0,0.0,2023-08-19 19:00:00
100488,75,35,47,0,0.0,2023-08-19 20:00:00
339970,178,57,32,0,0.0,2023-08-20 10:00:00
350800,228,86,38,0,0.0,2023-08-20 11:00:00
433205,276,73,26,0,0.0,2023-08-20 12:00:00
336208,279,89,32,0,0.0,2023-08-20 13:00:00
370459,329,90,27,0,0.0,2023-08-20 14:00:00
468335,380,112,29,0,0.0,2023-08-20 15:00:00
310301,241,67,28,0,0.0,2023-08-20 16:00:00
200690,166,47,28,0,0.0,2023-08-20 17:00:00
173244,108,30,28,0,0.0,2023-08-20 18:00:00
83078,75,29,39,0,0.0,2023-08-20 19:00:00
30680,53,12,23,0,0.0,2023-08-20 20:00:00
88808,62,19,31,0,0.0,2023-08-21 10:00:00
176148,99,37,37,0,0.0,2023-08-21 11:00:00
148752,123,42,34,0,0.0,2023-08-21 12:00:00
86036,102,25,25,0,0.0,2023-08-21 13:00:00
155314,127,41,32,0,0.0,2023-08-21 14:00:00
181692,106,46,43,0,0.0,2023-08-21 15:00:00
146206,99,39,39,0,0.0,2023-08-21 16:00:00
67928,60,15,25,0,0.0,2023-08-21 17:00:00
111078,54,23,43,0,0.0,2023-08-21 18:00:00
86270,34,14,41,0,0.0,2023-08-21 19:00:00
62149,41,10,24,0,0.0,2023-08-21 20:00:00
127746,69,27,39,0,0.0,2023-08-22 10:00:00
116566,72,36,50,0,0.0,2023-08-22 11:00:00
103410,78,38,49,0,0.0,2023-08-22 12:00:00
123544,100,30,30,0,0.0,2023-08-22 13:00:00
56902,92,28,30,0,0.0,2023-08-22 14:00:00
128177,85,35,41,0,0.0,2023-08-22 15:00:00
46483,67,18,27,0,0.0,2023-08-22 16:00:00
43478,45,13,29,0,0.0,2023-08-22 17:00:00
87482,59,18,31,0,0.0,2023-08-22 18:00:00
51497,62,16,26,0,0.0,2023-08-22 19:00:00
37665,28,6,21,0,0.0,2023-08-22 20:00:00
53495,49,17,35,0,0.0,2023-08-23 10:00:00
131384,103,34,33,0,0.0,2023-08-23 11:00:00
120153,97,34,35,0,0.0,2023-08-23 12:00:00
156226,125,48,38,0,0.0,2023-08-23 13:00:00
154390,149,37,25,0,0.0,2023-08-23 14:00:00
128497,146,41,28,0,0.0,2023-08-23 15:00:00
97048,87,19,22,0,0.0,2023-08-23 16:00:00
61850,51,18,35,0,0.0,2023-08-23 17:00:00
61533,51,22,43,0,0.0,2023-08-23 18:00:00
49370,49,13,27,0,0.0,2023-08-23 19:00:00
39286,33,9,27,0,0.0,2023-08-23 20:00:00
73053,66,23,35,0,0.0,2023-08-24 10:00:00
138802,108,39,36,0,0.0,2023-08-24 11:00:00
154462,104,40,38,0,0.0,2023-08-24 12:00:00
155265,120,42,35,0,0.0,2023-08-24 13:00:00
101900,132,34,26,0,0.0,2023-08-24 14:00:00
152092,123,36,29,0,0.0,2023-08-24 15:00:00
80069,85,30,35,0,0.0,2023-08-24 16:00:00
63062,51,16,31,0,0.0,2023-08-24 17:00:00
105232,49,16,33,0,0.0,2023-08-24 18:00:00
50010,43,14,33,0,0.0,2023-08-24 19:00:00
39149,26,13,50,0,0.0,2023-08-24 20:00:00
133868,75,25,33,0,0.0,2023-08-25 10:00:00
149465,80,32,40,0,0.0,2023-08-25 11:00:00
69876,62,22,35,0,0.0,2023-08-25 12:00:00
98965,94,34,36,0,0.0,2023-08-25 13:00:00
231281,116,39,34,0,0.0,2023-08-25 14:00:00
132339,99,35,35,0,0.0,2023-08-25 15:00:00
50393,69,16,23,0,0.0,2023-08-25 16:00:00
86693,63,15,24,0,0.0,2023-08-25 17:00:00
86677,53,18,34,0,0.0,2023-08-25 18:00:00
67087,48,26,54,0,0.0,2023-08-25 19:00:00
42334,58,17,29,0,0.0,2023-08-25 20:00:00
419193,241,114,47,0,0.0,2023-08-26 10:00:00
211342,193,59,31,0,0.0,2023-08-26 11:00:00
161363,165,43,26,0,0.0,2023-08-26 12:00:00
250432,208,68,33,0,0.0,2023-08-26 13:00:00
280705,262,59,23,0,0.0,2023-08-26 14:00:00
257323,225,58,26,0,0.0,2023-08-26 15:00:00
250354,197,67,34,0,0.0,2023-08-26 16:00:00
165403,150,46,31,0,0.0,2023-08-26 17:00:00
223043,121,34,28,0,0.0,2023-08-26 18:00:00
110902,89,27,30,0,0.0,2023-08-26 19:00:00
103250,83,24,29,0,0.0,2023-08-26 20:00:00
332452,163,67,41,0,0.0,2023-08-27 10:00:00
394550,220,84,38,0,0.0,2023-08-27 11:00:00
304255,252,85,34,0,0.0,2023-08-27 12:00:00
349737,267,90,34,0,0.0,2023-08-27 13:00:00
353666,299,77,26,0,0.0,2023-08-27 14:00:00
479666,300,90,30,0,0.0,2023-08-27 15:00:00
212510,224,55,25,0,0.0,2023-08-27 16:00:00
183725,145,36,25,0,0.0,2023-08-27 17:00:00
121319,108,37,34,0,0.0,2023-08-27 18:00:00
80284,63,18,29,0,0.0,2023-08-27 19:00:00
17229,38,8,21,0,0.0,2023-08-27 20:00:00
92565,62,20,32,0,0.0,2023-08-28 10:00:00
89909,64,31,48,0,0.0,2023-08-28 11:00:00
77263,54,14,26,0,0.0,2023-08-28 12:00:00
106720,87,36,41,0,0.0,2023-08-28 13:00:00
53735,70,19,27,0,0.0,2023-08-28 14:00:00
87775,63,29,46,0,0.0,2023-08-28 15:00:00
58965,66,20,30,0,0.0,2023-08-28 16:00:00
36617,56,13,23,0,0.0,2023-08-28 17:00:00
43427,43,12,28,0,0.0,2023-08-28 18:00:00
47668,33,7,21,0,0.0,2023-08-28 19:00:00
2308,16,2,13,0,0.0,2023-08-28 20:00:00
113166,32,15,47,0,0.0,2023-08-29 10:00:00
147264,71,35,49,0,0.0,2023-08-29 11:00:00
190283,83,41,49,0,0.0,2023-08-29 12:00:00
321830,96,60,63,0,0.0,2023-08-29 13:00:00
301426,106,49,46,0,0.0,2023-08-29 14:00:00
83573,59,24,41,0,0.0,2023-08-29 15:00:00
49714,57,18,32,0,0.0,2023-08-29 16:00:00
40456,34,13,38,0,0.0,2023-08-29 17:00:00
31153,36,11,31,0,0.0,2023-08-29 18:00:00
37292,37,11,30,0,0.0,2023-08-29 19:00:00
20181,25,6,24,0,0.0,2023-08-29 20:00:00
77316,69,20,29,0,0.0,2023-08-30 10:00:00
110258,90,29,32,0,0.0,2023-08-30 11:00:00
71055,59,27,46,0,0.0,2023-08-30 12:00:00
132133,92,26,28,0,0.0,2023-08-30 13:00:00
130207,97,42,43,0,0.0,2023-08-30 14:00:00
64770,72,25,35,0,0.0,2023-08-30 15:00:00
138656,74,26,35,0,0.0,2023-08-30 16:00:00
20470,46,7,15,0,0.0,2023-08-30 17:00:00
37754,42,10,24,0,0.0,2023-08-30 18:00:00
8742,27,7,26,0,0.0,2023-08-30 19:00:00
75066,32,12,38,0,0.0,2023-08-30 20:00:00
57054,35,20,57,0,0.0,2023-08-31 10:00:00
77714,71,26,37,0,0.0,2023-08-31 11:00:00
81990,63,28,44,0,0.0,2023-08-31 12:00:00
42289,67,18,27,0,0.0,2023-08-31 13:00:00
109854,74,31,42,0,0.0,2023-08-31 14:00:00
96135,70,26,37,0,0.0,2023-08-31 15:00:00
41963,59,15,25,0,0.0,2023-08-31 16:00:00
19538,35,7,20,0,0.0,2023-08-31 17:00:00
41628,35,15,43,0,0.0,2023-08-31 18:00:00
34465,34,9,26,0,0.0,2023-08-31 19:00:00
16645,30,7,23,0,0.0,2023-08-31 20:00:00
46110,52,12,23,0,0.0,2023-09-01 10:00:00
124839,59,22,37,0,0.0,2023-09-01 11:00:00
69192,36,26,72,0,0.0,2023-09-01 12:00:00
146921,84,38,45,0,0.0,2023-09-01 13:00:00
91923,85,31,36,0,0.0,2023-09-01 14:00:00
142605,67,34,51,0,0.0,2023-09-01 15:00:00
64394,61,17,28,0,0.0,2023-09-01 16:00:00
47794,55,13,24,0,0.0,2023-09-01 17:00:00
28926,41,10,24,0,0.0,2023-09-01 18:00:00
36054,50,13,26,0,0.0,2023-09-01 19:00:00
30842,41,10,24,0,0.0,2023-09-01 20:00:00
240950,164,70,43,0,0.0,2023-09-02 10:00:00
260055,167,63,38,0,0.0,2023-09-02 11:00:00
306674,183,56,31,0,0.0,2023-09-02 12:00:00
331646,228,76,33,0,0.0,2023-09-02 13:00:00
442395,218,76,35,0,0.0,2023-09-02 14:00:00
337828,242,68,28,0,0.0,2023-09-02 15:00:00
174777,204,51,25,0,0.0,2023-09-02 16:00:00
152363,157,34,22,0,0.0,2023-09-02 17:00:00
308555,135,41,30,0,0.0,2023-09-02 18:00:00
103734,84,28,33,0,0.0,2023-09-02 19:00:00
50410,71,15,21,0,0.0,2023-09-02 20:00:00
341605,217,82,38,0,0.0,2023-09-03 10:00:00
432054,263,99,38,0,0.0,2023-09-03 11:00:00
338860,274,84,31,0,0.0,2023-09-03 12:00:00
325747,248,93,38,0,0.0,2023-09-03 13:00:00
575986,319,103,32,0,0.0,2023-09-03 14:00:00
310438,360,87,24,0,0.0,2023-09-03 15:00:00
233016,247,67,27,0,0.0,2023-09-03 16:00:00
221993,156,52,33,0,0.0,2023-09-03 17:00:00
302469,140,40,29,0,0.0,2023-09-03 18:00:00
72598,75,25,33,0,0.0,2023-09-03 19:00:00
37722,43,10,23,0,0.0,2023-09-03 20:00:00
47804,36,11,31,0,0.0,2023-09-04 10:00:00
157049,49,32,65,0,0.0,2023-09-04 11:00:00
65088,56,19,34,0,0.0,2023-09-04 12:00:00
83069,59,20,34,0,0.0,2023-09-04 13:00:00
38883,66,16,24,0,0.0,2023-09-04 14:00:00
95571,54,20,37,0,0.0,2023-09-04 15:00:00
47111,45,19,42,0,0.0,2023-09-04 16:00:00
76071,52,10,19,0,0.0,2023-09-04 17:00:00
15759,32,6,19,0,0.0,2023-09-04 18:00:00
52853,39,15,38,0,0.0,2023-09-04 19:00:00
13320,26,7,27,0,0.0,2023-09-04 20:00:00
139799,42,18,43,0,0.0,2023-09-05 10:00:00
99562,51,30,59,0,0.0,2023-09-05 11:00:00
95599,62,21,34,0,0.0,2023-09-05 12:00:00
72963,63,23,37,0,0.0,2023-09-05 13:00:00
79631,51,23,45,0,0.0,2023-09-05 14:00:00
38350,48,15,31,0,0.0,2023-09-05 15:00:00
69813,57,22,39,0,0.0,2023-09-05 16:00:00
60138,46,14,30,0,0.0,2023-09-05 17:00:00
70338,32,17,53,0,0.0,2023-09-05 18:00:00
47376,34,12,35,0,0.0,2023-09-05 19:00:00
48116,16,7,44,0,0.0,2023-09-05 20:00:00
82199,55,13,24,0,0.0,2023-09-06 10:00:00
61679,68,18,26,0,0.0,2023-09-06 11:00:00
101975,54,23,43,0,0.0,2023-09-06 12:00:00
86285,77,25,32,0,0.0,2023-09-06 13:00:00
93534,82,22,27,0,0.0,2023-09-06 14:00:00
104394,67,28,42,0,0.0,2023-09-06 15:00:00
54074,54,13,24,0,0.0,2023-09-06 16:00:00
80605,45,15,33,0,0.0,2023-09-06 17:00:00
81796,40,13,33,0,0.0,2023-09-06 18:00:00
